make,model,mileage_mi,manufacture_year,engine_displacement,engine_power,body_type,transmission,door_count,seat_count,fuel_type,priceUSD,country,exterior_color,city
Volkswagen,Atlas,0,2021,3600,NA,SUV / Crossover,A,NA,7,Gasoline,42785,US,PURE WHT,New York
RAM,1500,0,2020,5700,395,Pickup Truck,A,NA,6,Gasoline,34058,US,Maximum Steel Metallic Clearcoat,West Islip
Volkswagen,Tiguan,0,2020,2000,184,SUV / Crossover,A,NA,7,Gasoline,35040,US,PYRITE SILV MET,New York
Volvo,XC90,25857,2017,2000,316,SUV / Crossover,A,NA,7,Gasoline,37995,US,Onyx Black,Hasbrouck Heights
Toyota,Corolla,52863,2018,1800,132,Sedan,A,NA,5,Gasoline,16995,US,Blue Crush Metallic,Long Island City
Ford,F-150,1862,2020,3500,395,Pickup Truck,A,NA,6,Gasoline,38818,US,Oxford White,Holly
Toyota,Corolla,129243,2010,1800,132,Sedan,A,NA,5,Gasoline,4999,US,RED,Wood-Ridge
Mitsubishi,Endeavor,151239,2010,3800,225,SUV / Crossover,A,NA,5,Gasoline,3199,US,GRAY,Wood-Ridge
Buick,Enclave,31254,2019,3600,310,SUV / Crossover,A,NA,7,Gasoline,23995,US,Satin Steel Metallic,Wall Township
Toyota,Corolla,53323,2015,1800,132,Sedan,A,NA,5,Gasoline,12900,US,Red,Long Island City
Chevrolet,Silverado 1500,39782,2018,5300,355,Pickup Truck,A,NA,6,Gasoline,32987,US,Summit White,Coldwater
Volvo,XC60,0,2021,2000,316,SUV / Crossover,A,NA,5,Gasoline,53010,US,Bright Silver,Hasbrouck Heights
Volvo,XC60,0,2021,2000,316,SUV / Crossover,A,NA,5,Gasoline,53010,US,Crystal White,Hasbrouck Heights
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,26420,US,Agate Blk Met,New Hudson
Ford,Escape,34239,2017,2000,245,SUV / Crossover,A,NA,5,Gasoline,16995,US,Black,Long Island City
Volvo,S60,16486,2017,2000,240,Sedan,A,NA,5,Gasoline,20495,US,Flamenco Red,Hasbrouck Heights
Chevrolet,Equinox,12632,2018,1500,NA,SUV / Crossover,A,NA,5,Gasoline,21987,US,Nightfall Gray Metallic,Coldwater
Mercedes-Benz,GLE-Class,25400,2017,3500,302,SUV / Crossover,A,NA,5,Gasoline,36995,US,Lunar Blue Metallic,Long Island City
Chevrolet,Colorado,176060,2005,3500,220,Pickup Truck,A,NA,5,Gasoline,4199,US,SILVER,Wood-Ridge
Jeep,Grand Cherokee,23646,2018,6200,NA,SUV / Crossover,A,NA,5,Gasoline,79995,US,Bright White Clearcoat,Jamaica
Volkswagen,Atlas,0,2021,3600,NA,SUV / Crossover,A,NA,7,Gasoline,43030,US,PACIFIC BLU MET,New York
Chevrolet,Express,138603,2014,6600,260,Van,A,NA,12,Diesel,18000,US,White,Lodi
Ford,Ranger,114969,2009,4000,207,Pickup Truck,A,NA,5,Gasoline,6099,US,BLACK,Wood-Ridge
Mercedes-Benz,S-Class,12420,2017,5500,577,Sedan,A,NA,5,Gasoline,74995,US,Selenite Grey Metallic,Wall Township
BMW,X5,34530,2017,3000,300,SUV / Crossover,A,NA,7,Gasoline,37495,US,Glacier Silver Metallic,Long Island City
Volvo,XC40,0,2021,2000,248,SUV / Crossover,A,NA,5,Gasoline,44140,US,Crystal White,Hasbrouck Heights
Honda,Accord,70566,2019,1500,192,Sedan,A,NA,5,Gasoline,23995,US,Still Night Pearl,Jamaica
Ford,Mustang,144845,2007,4000,210,Coupe,M,NA,4,Gasoline,4499,US,RED,Wood-Ridge
Jeep,Grand Cherokee,0,2020,3600,360,SUV / Crossover,A,NA,5,Gasoline,44794,US,Velvet Red Pearlcoat,West Islip
Ford,Expedition,153292,2008,5400,300,SUV / Crossover,A,NA,8,Gasoline,5099,US,GRAY,Wood-Ridge
Volvo,XC40,0,2021,2000,248,SUV / Crossover,A,NA,5,Gasoline,44640,US,Glacier Silver,Hasbrouck Heights
Chevrolet,Trax,2,2020,1400,138,SUV / Crossover,A,NA,5,Gasoline,22390,US,Mosaic Black Metallic,Coldwater
RAM,1500,0,2020,5700,395,Pickup Truck,A,NA,6,Gasoline,36525,US,Granite Crystal Metallic Clearcoat,West Islip
INFINITI,QX60,25879,2019,3500,295,SUV / Crossover,A,NA,7,Gasoline,36995,US,Deep Bordeaux,Wall Township
Ford,F-150,155877,2009,5400,320,Pickup Truck,A,NA,3,Gasoline,5199,US,SILVER,Wood-Ridge
Dodge,Durango,0,2020,3600,295,SUV / Crossover,A,NA,7,Gasoline,36951,US,DB Black Crystal Clearcoat,West Islip
Dodge,Durango,0,2020,3600,293,SUV / Crossover,A,NA,7,Gasoline,34602,US,DB Black Crystal Clearcoat,West Islip
Nissan,Altima,30469,2017,2500,182,Sedan,A,NA,5,Gasoline,17495,US,Gun Metallic,Long Island City
Volvo,V60,32370,2017,2000,240,Wagon,A,NA,5,Gasoline,23995,US,Crystal White Pearl,Hasbrouck Heights
Acura,MDX,6024,2019,3500,290,SUV / Crossover,A,NA,6,Gasoline,44888,US,Modern Steel Metallic,Long Island City
GMC,Terrain,170385,2011,2400,264,SUV / Crossover,A,NA,5,Gasoline,6900,US,Champagne,Battle Creek
Honda,Civic Coupe,192444,2003,1700,115,Coupe,A,NA,5,Gasoline,3548,US,Blue,Long Island City
Volvo,S90,33706,2017,2000,316,Sedan,A,NA,5,Gasoline,25995,US,Onyx Black,Hasbrouck Heights
Volkswagen,Atlas Cross Sport,0,2020,3600,NA,SUV / Crossover,A,NA,5,Gasoline,43935,US,PLATINUM GRY,New York
Volkswagen,Arteon,0,2020,2000,268,Sedan,A,NA,5,Gasoline,45149,US,DP BLK PRL,New York
Dodge,Challenger,9078,2018,3600,305,Coupe,A,NA,5,Gasoline,30888,US,White Knuckle Clearcoat,Long Island City
Chevrolet,Trailblazer,350,2021,1200,137,SUV / Crossover,A,NA,5,Gasoline,27995,US,Mosaic Black Metallic,Jamaica
BMW,3 Series,140608,2004,2500,184,Wagon,A,NA,5,Gasoline,3699,US,GREEN,Wood-Ridge
Volvo,XC60,0,2021,2000,316,SUV / Crossover,A,NA,5,Gasoline,53210,US,Bright Silver,Hasbrouck Heights
Chevrolet,Silverado 1500,179295,2009,5300,315,Pickup Truck,A,NA,3,Gasoline,9000,US,Gray,Lodi
Volvo,XC40,350,2021,2000,248,SUV / Crossover,A,NA,5,Gasoline,46065,US,Black,Hasbrouck Heights
Nissan,Altima,28613,2017,2500,182,Sedan,A,NA,5,Gasoline,17495,US,Glacier White,Long Island City
Volvo,S60,568,2020,2000,316,Sedan,A,NA,5,Gasoline,45545,US,Black Stone,Hasbrouck Heights
Ford,Fusion,41028,2014,2000,240,Sedan,A,NA,5,Gasoline,17588,US,Red,Long Island City
Subaru,Legacy,161463,2010,2500,170,Sedan,A,NA,5,Gasoline,4499,US,GRAY,Wood-Ridge
Jeep,Wrangler,0,2020,3600,270,SUV / Crossover,A,NA,4,Gasoline,37173,US,Black Clearcoat,West Islip
Nissan,Versa,168993,2008,1800,122,Hatchback,M,NA,5,Gasoline,4995,US,Gray,Long Island City
Dodge,Dakota,114967,2007,3700,210,Pickup Truck,A,NA,4,Gasoline,5199,US,SILVER,Wood-Ridge
Dodge,RAM 1500,153181,2009,5700,390,Pickup Truck,A,NA,3,Gasoline,4999,US,RED,Wood-Ridge
Volvo,XC60,0,2021,2000,316,SUV / Crossover,A,NA,5,Gasoline,53210,US,Crystal White,Hasbrouck Heights
Toyota,Highlander,48869,2017,3500,295,SUV / Crossover,A,NA,8,Gasoline,28995,US,Midnight Black Metallic,Long Island City
Chrysler,Pacifica,0,2020,3600,287,Minivan,A,NA,8,Gasoline,37051,US,Brilliant Black,West Islip
Volvo,S60,22045,2018,2000,240,Sedan,A,NA,5,Gasoline,22995,US,Onyx Black,Hasbrouck Heights
Ford,Transit Passenger,108125,2016,3500,310,Van,A,NA,15,Gasoline,28000,US,Black,Lodi
Chevrolet,Equinox,50905,2005,3400,185,SUV / Crossover,A,NA,5,Gasoline,6500,US,Salsa Red Metallic,Long Island City
Ford,Focus,94908,2006,2000,136,Sedan,A,NA,5,Gasoline,2999,US,SILVER,Wood-Ridge
Volvo,S60,20667,2017,2000,240,Sedan,A,NA,5,Gasoline,18495,US,Onyx Black Metallic,Long Island City
Dodge,Durango,0,2020,5700,360,SUV / Crossover,A,NA,7,Gasoline,44867,US,DB Black Crystal Clearcoat,West Islip
Lincoln,Town Car,139381,2003,4600,239,Sedan,A,NA,6,Gasoline,3999,US,Teal,Lodi
Chevrolet,Silverado 1500,27354,2017,5300,355,Pickup Truck,A,NA,6,Gasoline,33987,US,Black,Coldwater
Ford,Fusion,0,2020,2500,181,Sedan,A,NA,5,Gasoline,24884,US,Rapid Red Metallic Tinted,New Hudson
Honda,Civic,38956,2019,2000,158,Sedan,A,NA,5,Gasoline,17888,US,Lunar Silver Metallic,Long Island City
Chevrolet,Suburban,213315,2013,5300,320,SUV / Crossover,A,NA,8,Flex Fuel Vehicle,8199,US,BLACK,Wood-Ridge
Volvo,S90,37803,2017,2000,316,Sedan,A,NA,5,Gasoline,29495,US,Crystal White,Hasbrouck Heights
Volvo,XC60,0,2021,2000,316,SUV / Crossover,A,NA,5,Gasoline,53210,US,Onyx Black,Hasbrouck Heights
Volvo,S60,1606,2020,2000,316,Sedan,A,NA,5,Gasoline,46345,US,Black Stone,Hasbrouck Heights
Ford,Fusion,106609,2012,2500,240,Sedan,A,NA,5,Gasoline,7995,US,White,Long Island City
Volvo,S60,1542,2020,2000,316,Sedan,A,NA,5,Gasoline,46345,US,Black Stone,Hasbrouck Heights
Volkswagen,Atlas,0,2021,3600,NA,SUV / Crossover,A,NA,7,Gasoline,46435,US,PURE WHT,New York
Lincoln,MKZ,141487,2007,3500,263,Sedan,A,NA,5,Gasoline,2999,US,GRAY,Wood-Ridge
Volkswagen,Atlas,0,2021,3600,NA,SUV / Crossover,A,NA,7,Gasoline,45385,US,PYRITE SILV MET,New York
Ford,Fusion,12,2020,2000,NA,Sedan,A,NA,5,Gasoline,34932,US,Agate Black Metallic,Summit
Ford,Fusion Hybrid,9057,2019,2000,NA,Sedan,A,NA,5,Hybrid,17995,US,Velocity Blue,Long Island City
Toyota,Sienna,137035,2007,3500,266,Minivan,A,NA,7,Gasoline,3199,US,SILVER,Wood-Ridge
Ford,EcoSport,12,2020,2000,166,SUV / Crossover,A,NA,5,Gasoline,24512,US,Shadow Black,Summit
Chevrolet,Malibu,30344,2017,1500,160,Sedan,A,NA,5,Gasoline,13500,US,Silver Ice Metallic,Elmont
Ford,Escape,13,2020,2000,NA,SUV / Crossover,A,NA,5,Gasoline,36134,US,Magnetic Metallic,Summit
Volvo,S60,25885,2018,2000,240,Sedan,A,NA,5,Gasoline,22995,US,Osmium Gray,Hasbrouck Heights
GMC,Canyon,91932,2007,3700,242,Pickup Truck,A,NA,6,Gasoline,6399,US,GRAY,Wood-Ridge
Honda,Fit,224771,2008,1500,109,Hatchback,M,NA,5,Gasoline,1699,US,SILVER,Wood-Ridge
Ford,EcoSport,12,2020,2000,166,SUV / Crossover,A,NA,5,Gasoline,24512,US,Moondust Silver Metallic,Summit
Ford,Escape,115116,2011,2500,240,SUV / Crossover,A,NA,5,Gasoline,8888,US,Gray,Long Island City
Chevrolet,Traverse,88975,2017,3600,281,SUV / Crossover,A,NA,8,Gasoline,15395,US,Tungsten Metallic,Long Island City
Ford,Escape,7899,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,24995,US,Red,Clinton Township
Toyota,Avalon,123319,2015,3500,268,Sedan,A,NA,5,Gasoline,11800,US,Gray,Lodi
Chevrolet,Cruze,105795,2014,1800,138,Sedan,A,NA,5,Gasoline,8495,US,Rainforest Green Metallic,Long Island City
INFINITI,Q50,27436,2018,3000,300,Sedan,A,NA,5,Gasoline,26888,US,Graphite Shadow,Long Island City
Ford,Escape,4970,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,23595,US,Velocity Blue Metallic,Clinton Township
Honda,HR-V,27779,2017,1800,141,SUV / Crossover,A,NA,5,Gasoline,16898,US,Gray,Summit
Dodge,Durango,0,2020,3600,293,SUV / Crossover,A,NA,7,Gasoline,37294,US,DB Black Crystal Clearcoat,West Islip
Subaru,Outback,163988,2011,2500,170,Wagon,A,NA,5,Gasoline,5999,US,SILVER,Wood-Ridge
Ford,Fusion,42193,2018,2000,NA,Sedan,A,NA,5,Gasoline,13699,US,Magnetic Metallic,Elmont
Ford,Explorer,39709,2018,3500,290,SUV / Crossover,A,NA,7,Gasoline,26995,US,White Platinum Metallic Tri-Coat,Clinton Township
Volvo,XC60,0,2021,2000,316,SUV / Crossover,A,NA,5,Gasoline,53210,US,Osmium Gray,Hasbrouck Heights
Honda,Accord,201277,2010,2400,177,Sedan,A,NA,5,Gasoline,3699,US,RED,Wood-Ridge
Mercedes-Benz,E-Class,40582,2017,2000,241,Sedan,A,NA,5,Gasoline,28500,US,Black,Elmont
Ford,Fusion,0,2020,2500,181,Sedan,A,NA,5,Gasoline,25074,US,Alto Blu Met Ti,New Hudson
Subaru,Legacy,33401,2017,2500,175,Sedan,A,NA,5,Gasoline,17995,US,Crystal Black Silica,Long Island City
Volvo,S60,0,2019,2000,316,Sedan,A,NA,5,Gasoline,46565,US,Black Stone,Hasbrouck Heights
Chevrolet,Malibu,45768,2017,1500,160,Sedan,A,NA,5,Gasoline,14987,US,Summit White,Coldwater
Volvo,S60,20994,2017,2000,240,Sedan,A,NA,5,Gasoline,20995,US,Onyx Black Metallic,Hasbrouck Heights
Ford,Fusion,12,2020,2000,NA,Sedan,A,NA,5,Gasoline,36892,US,Agate Black Metallic,Summit
Ford,Fusion,12,2020,2500,181,Sedan,A,NA,5,Gasoline,25181,US,Magnetic Metallic,Summit
Chevrolet,Equinox,50,2020,1500,170,SUV / Crossover,A,NA,5,Gasoline,23261,US,Nightfall Gray Metallic,Coldwater
Chevrolet,Impala,117798,2007,3500,211,Sedan,A,NA,6,Flex Fuel Vehicle,2899,US,GRAY,Wood-Ridge
Jeep,Grand Cherokee,28109,2017,3600,295,SUV / Crossover,A,NA,5,Gasoline,29000,US,Bright White Clearcoat,Summit
Mercedes-Benz,S-Class,83482,2018,3000,NA,Sedan,A,NA,5,Gasoline,54999,US,Black,Lodi
Honda,Ridgeline,195802,2007,3500,247,Pickup Truck,A,NA,5,Gasoline,6199,US,SILVER,Wood-Ridge
Subaru,Impreza,22670,2018,2000,152,Sedan,A,NA,5,Gasoline,17995,US,Crimson Red Pearl,Long Island City
Jeep,Grand Cherokee,100408,2006,3700,210,SUV / Crossover,A,NA,5,Gasoline,3599,US,TAN,Wood-Ridge
Ford,Taurus,28189,2017,3500,365,Sedan,A,NA,5,Gasoline,26995,US,Ingot Silver Metallic,Clinton Township
Nissan,Sentra,110214,2013,1800,130,Sedan,A,NA,5,Gasoline,9588,US,Graphite Blue,Long Island City
Ford,Fusion,10,2020,2500,181,Sedan,A,NA,5,Gasoline,25181,US,Agate Black Metallic,Summit
Ford,Fusion,12,2020,2000,NA,Sedan,A,NA,5,Gasoline,36892,US,Agate Black Metallic,Summit
Volvo,XC60,423,2021,2000,316,SUV / Crossover,A,NA,5,Gasoline,53510,US,Onyx Black,Hasbrouck Heights
Volvo,S60,1820,2020,2000,316,Sedan,A,NA,5,Gasoline,46345,US,Black Stone,Hasbrouck Heights
Jeep,Grand Cherokee,47028,2017,3000,360,SUV / Crossover,A,NA,5,Gasoline,25500,US,Diamond Black Crystal Pearlcoat,Elmont
RAM,1500,0,2020,3600,395,Pickup Truck,A,NA,6,Flex Fuel Vehicle,43474,US,Ceramic Gray Clearcoat,West Islip
Toyota,Highlander,154815,2004,3300,230,SUV / Crossover,A,NA,7,Gasoline,6995,US,White,Long Island City
Nissan,Quest,114274,2012,3500,260,Minivan,A,NA,7,Gasoline,9800,US,Brilliant Silver Metallic,Long Island City
Dodge,Durango,0,2020,3600,293,SUV / Crossover,A,NA,7,Gasoline,37294,US,White Knuckle Clearcoat,West Islip
Kia,Optima,48623,2015,2400,192,Sedan,A,NA,5,Gasoline,12495,US,Silver,Hasbrouck Heights
Honda,HR-V,22494,2017,1800,141,SUV / Crossover,A,NA,5,Gasoline,16985,US,Crystal Black Pearl,Elmont
Chrysler,Town & Country,106537,2009,4000,251,Minivan,A,NA,7,Gasoline,6900,US,White,Battle Creek
Ford,Fusion,29662,2018,2000,181,Sedan,A,NA,5,Gasoline,15995,US,Black,Clinton Township
Nissan,Altima,92646,2013,2500,NA,Sedan,A,NA,5,Gasoline,5995,US,GRAY,South Hackensack
Mercedes-Benz,GLA-Class,51627,2015,2000,208,SUV / Crossover,A,NA,5,Gasoline,15995,US,Whie,South Hackensack
Mercedes-Benz,GLK-Class,67528,2014,3500,302,SUV / Crossover,A,NA,5,Gasoline,16995,US,WHITE,South Hackensack
Volvo,XC60,43858,2017,2000,302,SUV / Crossover,A,NA,5,Gasoline,24888,US,Onyx Black Metallic,Long Island City
GMC,Yukon XL,62480,2016,6200,420,SUV / Crossover,A,NA,7,Gasoline,40299,US,Iridium Metallic,Summit
Nissan,Sentra,125937,2011,2000,140,Sedan,A,NA,5,Gasoline,2899,US,BLACK,Wood-Ridge
Jeep,Grand Cherokee,159322,2005,4700,235,SUV / Crossover,A,NA,NA,Gasoline,3999,US,GREEN,Wood-Ridge
Ford,Fusion,0,2020,2500,181,Sedan,A,NA,5,Gasoline,26459,US,Rapid Red Metallic Tinted,New Hudson
Jeep,Wrangler Unlimited,23584,2012,3600,285,SUV / Crossover,A,NA,5,Gasoline,25995,US,,South Hackensack
Lincoln,MKZ,122356,2007,3500,263,Sedan,A,NA,5,Gasoline,3499,US,BLACK,Wood-Ridge
Honda,Civic,165971,2008,1800,140,Sedan,A,NA,5,Gasoline,3599,US,BLACK,Wood-Ridge
Chrysler,Pacifica,0,2020,3600,287,Minivan,A,NA,8,Gasoline,37454,US,White,West Islip
Jeep,Cherokee,0,2020,3200,271,SUV / Crossover,A,NA,5,Gasoline,33270,US,Slate Blue Pearlcoat,Walled Lake
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,27583,US,Magnetic Met,New Hudson
Mercedes-Benz,C-Class,40113,2017,2000,241,Sedan,A,NA,5,Gasoline,19990,US,White,Elmont
Volvo,XC40,0,2021,2000,248,SUV / Crossover,A,NA,5,Gasoline,46705,US,Onyx Black,Hasbrouck Heights
Ford,Fusion,12,2020,2500,181,Sedan,A,NA,5,Gasoline,25181,US,Oxford White,Summit
Ford,Escape,13,2020,2000,NA,SUV / Crossover,A,NA,5,Gasoline,37620,US,Magnetic Metallic,Summit
Scion,iA,22224,2016,1500,106,Sedan,A,NA,5,Gasoline,9995,US,silver,South Hackensack
Ford,Escape,0,2020,1500,NA,SUV / Crossover,A,NA,5,Gasoline,27583,US,Agate Blk Met,New Hudson
BMW,3 Series,39621,2017,2000,180,Sedan,A,NA,5,Gasoline,18995,US,,South Hackensack
Land Rover,Discovery Sport,31436,2016,2000,240,SUV / Crossover,A,NA,7,Gasoline,25499,US,Santorini Black Metallic,Elmont
Jeep,Cherokee,0,2020,3200,270,SUV / Crossover,A,NA,5,Gasoline,33270,US,Granite Crystal Metallic Clearcoat,Walled Lake
Toyota,Camry,151037,2011,2500,169,Sedan,A,NA,5,Gasoline,6995,US,Green,Long Island City
Jeep,Grand Cherokee,169864,2013,3600,360,SUV / Crossover,A,NA,5,Gasoline,12800,US,Titanium,Lodi
BMW,X3,33830,2017,2000,240,SUV / Crossover,A,NA,5,Gasoline,27998,US,Alpine White,Hasbrouck Heights
Volvo,S60,37629,2017,2000,302,Sedan,A,NA,5,Gasoline,24995,US,Bursting Blue,Hasbrouck Heights
Volvo,XC60,1194,2021,2000,316,SUV / Crossover,A,NA,5,Gasoline,53710,US,Bright Silver,Hasbrouck Heights
Kia,Sedona,108588,2010,3800,244,Minivan,A,NA,7,Gasoline,4499,US,TAN,Wood-Ridge
Ford,Escape,13,2020,2000,NA,SUV / Crossover,A,NA,5,Gasoline,37620,US,Ingot Silver Metallic,Summit
Ford,Edge,95009,2007,3500,263,SUV / Crossover,A,NA,5,Gasoline,4997,US,WHITE,South Hackensack
Subaru,Forester,156248,2010,2500,170,SUV / Crossover,A,NA,5,Gasoline,4999,US,BLUE,Wood-Ridge
Mercedes-Benz,S-Class,37221,2017,4700,449,Sedan,A,NA,5,Gasoline,42998,US,BLACK,South Hackensack
Volvo,S60,1676,2020,2000,316,Sedan,A,NA,5,Gasoline,46990,US,Crystal White Pearl,Hasbrouck Heights
Volvo,XC60,0,2021,2000,316,SUV / Crossover,A,NA,5,Gasoline,53810,US,Osmium Gray,Hasbrouck Heights
Ford,Explorer,23330,2017,3500,290,SUV / Crossover,A,NA,7,Gasoline,28888,US,White Gold Metallic,Long Island City
Chevrolet,Malibu,30225,2019,1500,160,Sedan,A,NA,5,Gasoline,19987,US,Silver,Coldwater
Mercedes-Benz,C-Class,49616,2017,2000,241,Sedan,A,NA,5,Gasoline,22990,US,Gray,Elmont
Ford,Explorer,155905,2006,4000,210,SUV / Crossover,A,NA,7,Gasoline,3399,US,SILVER,Wood-Ridge
Ford,EcoSport,5,2020,2000,166,SUV / Crossover,A,NA,5,Gasoline,25497,US,Shadow Black,Summit
Ford,Explorer,4018,2020,2300,NA,SUV / Crossover,A,NA,7,Gasoline,38995,US,Rapid Red Metallic Tinted Clearcoat,Summit
Jeep,Grand Cherokee,25471,2017,3000,360,SUV / Crossover,A,NA,5,Gasoline,28444,US,Bright White Clearcoat,Summit
GMC,Savana,69950,2013,6000,323,Van,A,NA,12,Flex Fuel Vehicle,14997,US,WHITE,South Hackensack
Dodge,Grand Caravan,166645,2008,4000,251,Minivan,A,NA,7,Gasoline,4900,US,Red,Battle Creek
Ford,Fusion,12,2020,2500,181,Sedan,A,NA,5,Gasoline,25823,US,Iconic Silver Metallic,Summit
MINI,Cooper,12830,2015,2000,189,Hatchback,A,NA,4,Gasoline,15995,US,RED,South Hackensack
RAM,1500,0,2020,3600,395,Pickup Truck,A,NA,6,Flex Fuel Vehicle,34787,US,Diamond Black Crystal Pearlcoat,West Islip
Ford,Edge,12,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,37843,US,Dark Persian Green Metallic,Summit
BMW,M3,55580,2011,4000,414,Coupe,M,NA,4,Gasoline,25995,US,GRAY,South Hackensack
Volvo,XC40,20314,2019,2000,248,SUV / Crossover,A,NA,5,Gasoline,36995,US,Ice White,Hasbrouck Heights
Ford,Fusion,0,2020,2000,NA,Sedan,A,NA,5,Gasoline,26497,US,Agate Black,New Hudson
Honda,Civic,48550,2017,2000,158,Sedan,A,NA,5,Gasoline,17995,US,Modern Steel Metallic,Long Island City
Dodge,Durango,73332,2012,5700,360,SUV / Crossover,A,NA,7,Gasoline,17995,US,Stone White Clearcoat,Long Island City
Mitsubishi,Outlander,108422,2009,2400,168,SUV / Crossover,A,NA,5,Gasoline,4199,US,BLACK,Wood-Ridge
Ford,Edge,10,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,37843,US,Oxford White,Summit
Honda,Civic Coupe,29497,2017,2000,158,Coupe,A,NA,5,Gasoline,17995,US,Blue,Long Island City
Volvo,XC40,23776,2019,2000,248,SUV / Crossover,A,NA,5,Gasoline,38995,US,Amazon Blue,Hasbrouck Heights
Nissan,Rogue,42998,2017,2500,170,SUV / Crossover,A,NA,7,Gasoline,14990,US,Gun Metallic,Elmont
Toyota,RAV4,131380,2010,2500,179,SUV / Crossover,A,NA,7,Gasoline,6995,US,SILVER,South Hackensack
Bentley,Continental GTC,31957,2007,6000,552,Convertible,A,NA,4,Gasoline,52995,US,Blue,South Hackensack
Mitsubishi,Outlander Sport,14436,2015,2000,148,SUV / Crossover,A,NA,5,Gasoline,12995,US,GRAY,South Hackensack
Jeep,Cherokee,0,2020,3200,270,SUV / Crossover,A,NA,5,Gasoline,34649,US,Sting-Gray Clearcoat,Walled Lake
Chevrolet,Suburban,45292,2019,5300,355,SUV / Crossover,A,NA,8,Gasoline,40888,US,Satin Steel Metallic,Long Island City
Ford,EcoSport,12,2020,2000,166,SUV / Crossover,A,NA,5,Gasoline,25983,US,Moondust Silver Metallic,Summit
Toyota,Highlander,31543,2017,3500,295,SUV / Crossover,A,NA,7,Gasoline,28500,US,Black,Elmont
Nissan,Sentra,161417,2011,2000,140,Sedan,A,NA,5,Gasoline,2399,US,BLACK,Wood-Ridge
Ford,F-150,4,2020,5000,395,Pickup Truck,A,NA,6,Flex Fuel Vehicle,37967,US,Rapid Red Metallic Tinted Clearcoat,Holly
Honda,Fit,186492,2007,1500,109,Hatchback,A,NA,5,Gasoline,2999,US,BLUE,Wood-Ridge
BMW,7 Series,74074,2015,4400,540,Sedan,A,NA,5,Gasoline,22997,US,Black,South Hackensack
Mercury,Grand Marquis,118809,2005,4600,224,Sedan,A,NA,6,Gasoline,2999,US,GREY,Wood-Ridge
Volvo,S60,0,2021,2000,316,Sedan,A,NA,5,Gasoline,47140,US,Crystal White,Hasbrouck Heights
Honda,Accord Coupe,33674,2017,2400,185,Coupe,A,NA,5,Gasoline,19888,US,Crystal Black Pearl,Long Island City
Mercedes-Benz,S-Class,65563,2010,5500,382,Sedan,A,NA,5,Gasoline,16995,US,BLACK,South Hackensack
Ford,Fusion,14,2020,2500,181,Sedan,A,NA,5,Gasoline,26058,US,Agate Black Metallic,Summit
Ford,F-150,4,2020,3500,395,Pickup Truck,A,NA,6,Gasoline,36295,US,Oxford White,Holly
Volvo,XC60,0,2021,2000,250,SUV / Crossover,A,NA,5,Gasoline,48445,US,Ice White,Hasbrouck Heights
Jeep,Grand Cherokee,0,2020,3600,295,SUV / Crossover,A,NA,5,Gasoline,37785,US,Diamond Black Crystal Pearlcoat,West Islip
Volvo,XC60,0,2021,2000,316,SUV / Crossover,A,NA,5,Gasoline,53810,US,Onyx Black,Hasbrouck Heights
Chevrolet,Corvette,62604,2002,5700,350,Convertible,A,NA,2,Gasoline,13995,US,,South Hackensack
Chevrolet,Corvette,63594,2002,5700,350,Coupe,A,NA,2,Gasoline,12997,US,GRAY,South Hackensack
Jeep,Renegade,21272,2016,2400,180,SUV / Crossover,A,NA,5,Gasoline,17995,US,GRAY,South Hackensack
Volvo,XC60,0,2021,2000,250,SUV / Crossover,A,NA,5,Gasoline,54455,US,Onyx Black,Hasbrouck Heights
Mercedes-Benz,C-Class,51100,2017,2000,241,Sedan,A,NA,5,Gasoline,22990,US,Black,Elmont
Volvo,S60,194027,2008,2500,208,Sedan,A,NA,5,Gasoline,2999,US,GRAY,Wood-Ridge
Ford,Transit Cargo,27460,2018,3500,310,Van,A,NA,2,Gasoline,32000,US,White,Lodi
Ford,F-150,8,2020,3500,395,Pickup Truck,A,NA,6,Gasoline,38818,US,Iconic Silver Metallic,Holly
Subaru,Impreza,145525,2007,2500,173,Sedan,A,NA,5,Gasoline,2499,US,BLUE,Wood-Ridge
Audi,A4,50225,2017,2000,252,Sedan,A,NA,5,Gasoline,22990,US,White,Elmont
Nissan,Rogue,32491,2017,2500,170,SUV / Crossover,A,NA,7,Gasoline,18558,US,Gun Metallic,Long Island City
Ford,Edge,12,2020,2000,250,SUV / Crossover,A,NA,5,Gasoline,38872,US,Burgundy Velvet Metallic Tinted Clearcoat,Summit
Jeep,Cherokee,32518,2017,2400,271,SUV / Crossover,A,NA,5,Gasoline,18998,US,Diamond Black Crystal Pearlcoat,Summit
Honda,Accord,26852,2017,2400,185,Sedan,A,NA,5,Gasoline,18995,US,Crystal Black Pearl,Long Island City
Nissan,Murano,145534,2015,3500,260,SUV / Crossover,A,NA,5,Gasoline,10995,US,WHITE,South Hackensack
